filename	train_acc	val_acc	train_auc	val_auc	train_los	val_los	val_mmc	tn	fp	fn	tp	time	ep_stopped	index_fold	seed
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means++_covariance_typ_full/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231215_152950c1.0di-1ch3dfc0.0file_sum_ok.txt	0.709	0.519	0.885	0.779	0.435	0.527	-0.233	-1.0	-1.0	-1.0	-1.0	64.534	17.0	0	9
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means++_covariance_typ_full/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231215_152950c1.0di-1ch3dfc0.0file_sum_ok.txt	0.614	0.593	0.84	0.786	0.488	0.509	0.0	-1.0	-1.0	-1.0	-1.0	71.113	8.0	1	0
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means++_covariance_typ_spherical/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231215_152720c1.0di-1ch3dfc0.0file_sum_ok.txt	0.768	0.571	0.908	0.772	0.401	0.542	0.137	-1.0	-1.0	-1.0	-1.0	8.497	26.0	0	1
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means++_covariance_typ_spherical/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231215_152720c1.0di-1ch3dfc0.0file_sum_ok.txt	0.612	0.571	0.843	0.747	0.485	0.553	0.0	-1.0	-1.0	-1.0	-1.0	14.984	8.0	0	2
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means++_covariance_typ_spherical/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231215_152720c1.0di-1ch3dfc0.0file_sum_ok.txt	0.692	0.571	0.885	0.747	0.433	0.549	0.0	-1.0	-1.0	-1.0	-1.0	21.915	17.0	0	3
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means++_covariance_typ_spherical/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231215_152720c1.0di-1ch3dfc0.0file_sum_ok.txt	0.624	0.571	0.847	0.71	0.48	0.571	0.0	-1.0	-1.0	-1.0	-1.0	28.451	8.0	0	4
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means++_covariance_typ_spherical/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231215_152720c1.0di-1ch3dfc0.0file_sum_ok.txt	0.78	0.679	0.929	0.793	0.37	0.51	0.375	-1.0	-1.0	-1.0	-1.0	37.02	34.0	0	5
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means++_covariance_typ_spherical/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231215_152720c1.0di-1ch3dfc0.0file_sum_ok.txt	0.744	0.571	0.904	0.818	0.409	0.481	0.081	-1.0	-1.0	-1.0	-1.0	44.963	24.0	0	6
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means++_covariance_typ_spherical/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231215_152720c1.0di-1ch3dfc0.0file_sum_ok.txt	0.744	0.643	0.911	0.789	0.398	0.51	0.214	-1.0	-1.0	-1.0	-1.0	52.632	27.0	0	7
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means++_covariance_typ_spherical/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231215_152720c1.0di-1ch3dfc0.0file_sum_ok.txt	0.616	0.607	0.846	0.747	0.479	0.545	0.0	-1.0	-1.0	-1.0	-1.0	58.98	9.0	0	8
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means++_covariance_typ_spherical/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231215_152720c1.0di-1ch3dfc0.0file_sum_ok.txt	0.709	0.519	0.885	0.779	0.435	0.527	-0.233	-1.0	-1.0	-1.0	-1.0	65.905	17.0	0	9
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means++_covariance_typ_spherical/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231215_152720c1.0di-1ch3dfc0.0file_sum_ok.txt	0.614	0.593	0.84	0.786	0.488	0.509	0.0	-1.0	-1.0	-1.0	-1.0	72.416	8.0	1	0
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means++_covariance_typ_tied/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231216_114812c1.0di-1ch3dfc0.0file_sum_ok.txt	0.768	0.571	0.908	0.772	0.401	0.542	0.137	-1.0	-1.0	-1.0	-1.0	7.748	26.0	0	1
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means++_covariance_typ_tied/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231216_114812c1.0di-1ch3dfc0.0file_sum_ok.txt	0.612	0.571	0.843	0.747	0.485	0.553	0.0	-1.0	-1.0	-1.0	-1.0	14.062	8.0	0	2
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means++_covariance_typ_tied/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231216_114812c1.0di-1ch3dfc0.0file_sum_ok.txt	0.692	0.571	0.885	0.747	0.433	0.549	0.0	-1.0	-1.0	-1.0	-1.0	20.839	17.0	0	3
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means++_covariance_typ_tied/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231216_114812c1.0di-1ch3dfc0.0file_sum_ok.txt	0.624	0.571	0.847	0.71	0.48	0.571	0.0	-1.0	-1.0	-1.0	-1.0	27.27	8.0	0	4
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means++_covariance_typ_tied/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231216_114812c1.0di-1ch3dfc0.0file_sum_ok.txt	0.78	0.679	0.929	0.793	0.37	0.51	0.375	-1.0	-1.0	-1.0	-1.0	35.266	34.0	0	5
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means++_covariance_typ_tied/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231216_114812c1.0di-1ch3dfc0.0file_sum_ok.txt	0.744	0.571	0.904	0.818	0.409	0.481	0.081	-1.0	-1.0	-1.0	-1.0	42.431	24.0	0	6
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means++_covariance_typ_tied/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231216_114812c1.0di-1ch3dfc0.0file_sum_ok.txt	0.744	0.643	0.911	0.789	0.398	0.51	0.214	-1.0	-1.0	-1.0	-1.0	49.735	27.0	0	7
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means++_covariance_typ_tied/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231216_114812c1.0di-1ch3dfc0.0file_sum_ok.txt	0.616	0.607	0.846	0.747	0.479	0.545	0.0	-1.0	-1.0	-1.0	-1.0	55.999	9.0	0	8
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means++_covariance_typ_tied/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231216_114812c1.0di-1ch3dfc0.0file_sum_ok.txt	0.709	0.519	0.885	0.779	0.435	0.527	-0.233	-1.0	-1.0	-1.0	-1.0	62.874	17.0	0	9
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means++_covariance_typ_tied/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231216_114812c1.0di-1ch3dfc0.0file_sum_ok.txt	0.614	0.593	0.84	0.786	0.488	0.509	0.0	-1.0	-1.0	-1.0	-1.0	69.165	8.0	1	0
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means_covariance_typ_diag/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231215_152835c1.0di-1ch3dfc0.0file_sum_ok.txt	0.768	0.571	0.908	0.772	0.401	0.542	0.137	-1.0	-1.0	-1.0	-1.0	8.727	26.0	0	1
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means_covariance_typ_diag/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231215_152835c1.0di-1ch3dfc0.0file_sum_ok.txt	0.612	0.571	0.843	0.747	0.485	0.553	0.0	-1.0	-1.0	-1.0	-1.0	15.166	8.0	0	2
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means_covariance_typ_diag/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231215_152835c1.0di-1ch3dfc0.0file_sum_ok.txt	0.692	0.571	0.885	0.747	0.433	0.549	0.0	-1.0	-1.0	-1.0	-1.0	22.182	17.0	0	3
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means_covariance_typ_diag/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231215_152835c1.0di-1ch3dfc0.0file_sum_ok.txt	0.624	0.571	0.847	0.71	0.48	0.571	0.0	-1.0	-1.0	-1.0	-1.0	28.647	8.0	0	4
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means_covariance_typ_diag/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231215_152835c1.0di-1ch3dfc0.0file_sum_ok.txt	0.78	0.679	0.929	0.793	0.37	0.51	0.375	-1.0	-1.0	-1.0	-1.0	36.697	34.0	0	5
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means_covariance_typ_diag/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231215_152835c1.0di-1ch3dfc0.0file_sum_ok.txt	0.744	0.571	0.904	0.818	0.409	0.481	0.081	-1.0	-1.0	-1.0	-1.0	44.117	24.0	0	6
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means_covariance_typ_diag/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231215_152835c1.0di-1ch3dfc0.0file_sum_ok.txt	0.744	0.643	0.911	0.789	0.398	0.51	0.214	-1.0	-1.0	-1.0	-1.0	51.718	27.0	0	7
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means_covariance_typ_diag/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231215_152835c1.0di-1ch3dfc0.0file_sum_ok.txt	0.616	0.607	0.846	0.747	0.479	0.545	0.0	-1.0	-1.0	-1.0	-1.0	58.462	9.0	0	8
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means_covariance_typ_diag/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231215_152835c1.0di-1ch3dfc0.0file_sum_ok.txt	0.709	0.519	0.885	0.779	0.435	0.527	-0.233	-1.0	-1.0	-1.0	-1.0	65.379	17.0	0	9
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means_covariance_typ_diag/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231215_152835c1.0di-1ch3dfc0.0file_sum_ok.txt	0.614	0.593	0.84	0.786	0.488	0.509	0.0	-1.0	-1.0	-1.0	-1.0	71.85	8.0	1	0
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means_covariance_typ_full/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231216_114424c1.0di-1ch3dfc0.0file_sum_ok.txt	0.768	0.571	0.908	0.772	0.401	0.542	0.137	-1.0	-1.0	-1.0	-1.0	8.37	26.0	0	1
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means_covariance_typ_full/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231216_114424c1.0di-1ch3dfc0.0file_sum_ok.txt	0.612	0.571	0.843	0.747	0.485	0.553	0.0	-1.0	-1.0	-1.0	-1.0	14.714	8.0	0	2
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means_covariance_typ_full/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231216_114424c1.0di-1ch3dfc0.0file_sum_ok.txt	0.692	0.571	0.885	0.747	0.433	0.549	0.0	-1.0	-1.0	-1.0	-1.0	21.732	17.0	0	3
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means_covariance_typ_full/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231216_114424c1.0di-1ch3dfc0.0file_sum_ok.txt	0.624	0.571	0.847	0.71	0.48	0.571	0.0	-1.0	-1.0	-1.0	-1.0	28.073	8.0	0	4
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means_covariance_typ_full/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231216_114424c1.0di-1ch3dfc0.0file_sum_ok.txt	0.78	0.679	0.929	0.793	0.37	0.51	0.375	-1.0	-1.0	-1.0	-1.0	35.99	34.0	0	5
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means_covariance_typ_full/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231216_114424c1.0di-1ch3dfc0.0file_sum_ok.txt	0.744	0.571	0.904	0.818	0.409	0.481	0.081	-1.0	-1.0	-1.0	-1.0	43.336	24.0	0	6
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means_covariance_typ_full/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231216_114424c1.0di-1ch3dfc0.0file_sum_ok.txt	0.744	0.643	0.911	0.789	0.398	0.51	0.214	-1.0	-1.0	-1.0	-1.0	50.869	27.0	0	7
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means_covariance_typ_full/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231216_114424c1.0di-1ch3dfc0.0file_sum_ok.txt	0.616	0.607	0.846	0.747	0.479	0.545	0.0	-1.0	-1.0	-1.0	-1.0	57.212	9.0	0	8
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means_covariance_typ_full/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231216_114424c1.0di-1ch3dfc0.0file_sum_ok.txt	0.709	0.519	0.885	0.779	0.435	0.527	-0.233	-1.0	-1.0	-1.0	-1.0	64.035	17.0	0	9
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means_covariance_typ_full/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231216_114424c1.0di-1ch3dfc0.0file_sum_ok.txt	0.614	0.593	0.84	0.786	0.488	0.509	0.0	-1.0	-1.0	-1.0	-1.0	70.389	8.0	1	0
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means_covariance_typ_spherical/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231216_114310c1.0di-1ch3dfc0.0file_sum_ok.txt	0.768	0.571	0.908	0.772	0.401	0.542	0.137	-1.0	-1.0	-1.0	-1.0	7.781	26.0	0	1
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means_covariance_typ_spherical/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231216_114310c1.0di-1ch3dfc0.0file_sum_ok.txt	0.612	0.571	0.843	0.747	0.485	0.553	0.0	-1.0	-1.0	-1.0	-1.0	13.998	8.0	0	2
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means_covariance_typ_spherical/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231216_114310c1.0di-1ch3dfc0.0file_sum_ok.txt	0.692	0.571	0.885	0.747	0.433	0.549	0.0	-1.0	-1.0	-1.0	-1.0	20.684	17.0	0	3
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means_covariance_typ_spherical/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231216_114310c1.0di-1ch3dfc0.0file_sum_ok.txt	0.624	0.571	0.847	0.71	0.48	0.571	0.0	-1.0	-1.0	-1.0	-1.0	27.015	8.0	0	4
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means_covariance_typ_spherical/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231216_114310c1.0di-1ch3dfc0.0file_sum_ok.txt	0.78	0.679	0.929	0.793	0.37	0.51	0.375	-1.0	-1.0	-1.0	-1.0	34.891	34.0	0	5
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means_covariance_typ_spherical/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231216_114310c1.0di-1ch3dfc0.0file_sum_ok.txt	0.744	0.571	0.904	0.818	0.409	0.481	0.081	-1.0	-1.0	-1.0	-1.0	42.152	24.0	0	6
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means_covariance_typ_spherical/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231216_114310c1.0di-1ch3dfc0.0file_sum_ok.txt	0.744	0.643	0.911	0.789	0.398	0.51	0.214	-1.0	-1.0	-1.0	-1.0	49.62	27.0	0	7
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means_covariance_typ_spherical/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231216_114310c1.0di-1ch3dfc0.0file_sum_ok.txt	0.616	0.607	0.846	0.747	0.479	0.545	0.0	-1.0	-1.0	-1.0	-1.0	56.052	9.0	0	8
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means_covariance_typ_spherical/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231216_114310c1.0di-1ch3dfc0.0file_sum_ok.txt	0.709	0.519	0.885	0.779	0.435	0.527	-0.233	-1.0	-1.0	-1.0	-1.0	62.822	17.0	0	9
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_k-means_covariance_typ_spherical/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231216_114310c1.0di-1ch3dfc0.0file_sum_ok.txt	0.614	0.593	0.84	0.786	0.488	0.509	0.0	-1.0	-1.0	-1.0	-1.0	68.977	8.0	1	0
